recipe_id,title,ingredients,reference,prediction,method
373,Honey Rosewater Sugarscrub,2/3 cup white sugar 1/2 tablespoon rose water 1/2 tablespoon honey 1/2 tablespoon olive oil,mix all ingredients in a bowl. use on slightly damp skin ;gently massage and scrub in circular motions for about 5 minutes. rinse off and wash with your normal cleanser as usual. use on face or body once a week or as often as needed.,"Bring a large pot of salted water to a boil, and add 2/1 cup sugar and 1/3 teaspoon honey. Bring to a simmer over medium heat, and cook for 5 minutes. Stir in 2 tablespoons honey until the sugar is dissolved. Stir the remaining 10 teaspoons sugar and remaining 1 teaspoon honey into the honey and continue cooking for 1-2 minutes. Strain into a 3-quart nonstick cooking spray. Refrigerate in the preheated hot pot until ready to use. Add salt, cinnamon, and freshly ground black pepper to taste. Toss the soups with the honey sauce and serve immediately.",finetuned_top_k
374,Banana Oatmeal Cookies(Allergy Free),1/2 c. maple sugar 3/4 c. butter 1 1/2 c. mashed ripe bananas 4 c. rolled oats 1 c. raisins,Cream together sugar and butter. Blend in bananas. Add oatmeal and raisins and mix well. Drop by teaspoons onto greased cookie sheet. Bake at 325° for 20 minutes.,Mix all ingredients well. Bake in a greased baking dish at 350° until browned on both sides.,finetuned_top_k
375,Rhubarb & Rosewater Eton Mess,"For the meringues 4 large egg whites 200 g (7 oz) golden caster sugar 1 pinch salt For the rhubarb compote 100 ml (3.4 oz) boiling water 3 tablespoons golden caster sugar 4 sticks rhubarb, chopped in rounds (approx 450 grams or 1 pound) 1 teaspoon rose water For the cream 500 ml (17 oz) double cream 1 vanilla pod toasted slivered almonds, and crystallised rose petals to serve","First make the meringues. Preheat the oven to 140C/120C FAN OVEN/GAS 1/284&deg;F. In a clean bowl or mixer whisk the egg whites until they reach firm peaks. Gradually mix in the sugar and salt and whisk well until the mixture is thick white and glossy. This should take about 7-8 minutes. Line a large baking tray with non stick baking parchment - use a little dab of the meringue mixture to stick it down. Spoon the mixture into blobs on your baking tray leaving a generous gap between them. Bake for 1 hour. Whilst the meringues are baking, make the rhubarb compote. In a pan, boil the water with the sugar and add the rhubarb when it starts bubbling. Stir and let it cook for about 5 minutes on a medium heat. When the rhubarb is tender, remove from the heat. Add the rose water and leave to the side. Whip the cream until it forms soft peaks. Split the vanilla pod down the middle and scrape out the seeds. Stir them into the whipped cream. Place the cooled meringues on the serving plate, breaking a few of them up and leaving a few whole. Spoon the cream over the top, then drizzle the compote on top of the cream. Lightly toast some almond slivers in a frying pan (nothing added) and sprinkle them over the top, delicately decorate with a few crystallised rose petals before sharing with your beloved.","For meringue mixture, in a medium saucepan stir the egg whites until thoroughly dissolved. Beat in the sugar and 1/2 cup rose juice until blended, but not completely, and whisk in the rhuparb. Return the meredue mixture to the saucepan. Boil for 15-20 mins or until the mixture has reached a soft brown colour. Remove from heat and cool. In a medium bowl, mix the powdered sugar, rhubar mixture, and 3 tablespoons rhubobulins until blended. Stir in the glaze and lemon peel. Place the mignonne on a cutting board with a 1cm side-to-side border. Place it in the fridge until it is cold, about 2 hours. (If meringule has trouble beating the glazed",finetuned_top_k
376,Easy Pumpkin Muffins,1 (18 ounce) box cake mix (I use white but you can use yellow) 2 (15 ounce) cans pumpkin or 1 large can pumpkin cinnamon nutmeg,"Scoop pumpkin out of cans into bowl. Poor cake mix into bowl. Add cinnamon, nutmeg to your taste. Mix. Don't over mix or they will come out mushy. A few white cake mix lumps are okay -- they cook up fine. Poor into muffin tray sprayed with Pam or lined with muffin cups. Fill each cup as big as you want the muffins because they do not rise. Cook according to cake mix directions. About 350 degrees for 35-40 minutes. Let muffins sit for at least five minutes for them to firm up.","Preheat oven to 350*F. Beat together the cake mix, cinnamon, nutmeg and pumpkin mixture until smooth. Bake for 20 to 25 minutes per package. When cool, cut into squares. Serve with warm biscuits. Serves 6 to 8.",finetuned_top_k
377,Suzanne Somers' Green Beans And Vinaigrette,"1 lb fresh green beans, trimmed for the vinaigrette 2 -3 garlic cloves, pressed 1 lemon, juiced salt fresh ground black pepper 1/4 cup extra virgin olive oil","Steam the beans until tender and still slightly crunchy; don't overcook. Set the beans aside while you make the vinaigrette. Mix the garlic, lemon juice, salt and pepper in a bowl. In a slow stream, whisk in the olive oil until combined. Toss beans with vinaigrette and serve.","Saute green beans finely (or cook them on paper towels for about 20 mins in batches and drain) over high heat until tender. Drain, then rinse them well and in cool water so they absorb the lukewarm juices. Combine all the spices and put in a large saucepan. Bring to boil and cook, stirring often, until the spices are fragrant, about 20 to 25 mins. Add the onion and cook until soft and translucent, about a minute more or more. Remove from heat and return to pan. Add salt and red pepper and stir fry, until wilted. Serve over rice.",finetuned_top_k
378,Grilled Bread With Tomato,"12 -16 slices ciabatta, any thick slices crusty, very coarse-textured bread 2 -3 garlic cloves (optional) 4 medium tomatoes, very ripe, juicy extra virgin olive oil, for drizzling on toast coarse salt","On a grill, grill pan, or in a toaster, toast bread until golden brown. Rub peeled garlic cloves on toast if using. Cutting tomatoes in half crosswise, rub toast squeezing gently so toast is coated with juice, bits of tomato, and seeds. Drizzle toast with olive oil and sprinkle with salt to taste, serve immediately.","Fry bread in olive oil till golden, then remove and set aside. Add your onions and garlic. Brown and drain over moderate heat, add tomato. Heat your pasta in large pan. Cook and stir until almost completely melted. Add remaining ingredients except for cheese, which's fine. Keep the bread in the pan and the temperature at 180° for 15-20 minutes to melt your bread. Continue serving this in slow cooker and as the summer becomes more vigorous, add more Parmesan and other seasonings.",finetuned_top_k
379,Watermelon-Lime Sorbet,"1/2 cup dry white wine 1/2 cup sugar 1/4 cup fresh lime juice 5 cups 1-inch cubes peeled seedless watermelon 2 tablespoons frozen orange juice concentrate, thawed Lime slices Watermelon wedges","Combine wine, sugar and lime juice in heavy medium saucepan. Bring to simmer, stirring until sugar dissolves. Simmer gently 3 minutes. Cool completely. Puree cubed watermelon in processor. Strain puree through sieve set over large bowl, pressing on solids with back of rubber spatula. Discard solids in sieve. Stir wine mixture and orange juice concentrate into watermelon puree. Pour melon mixture into 8 x 8 x 2-inch glass dish. Freeze until semi-firm, stirring occasionally, about 2 hours. Cover; freeze until solid, at least 8 hours or overnight. Chill processor work bowl and metal blade. Transfer melon mixture to processor. Using on/off turns and scraping bottom and sides of bowl, process until very smooth. Transfer melon mixture to ice cream maker; process mixture according to manufacturer's instructions. Transfer to container; cover and freeze until firm, about 2 hours or overnight. Freeze 6 small bowls 30 minutes. Scoop sorbet into frozen bowls. Garnish with lime slices and watermelon wedges. Serve immediately.","Bring a large glass bowl of simmering water to a boil over moderately high heat. Stir in the wine, sugar and lime wedge juice. Stir into the boiling water and allow to boil while still hot, about 6 minutes, stirring constantly. Place a pineapple in individual serving cups. Top each serving with a layer of pineapple wedges. Serve chilled or at room temperature. Makes 1 tablespoon.",finetuned_top_k
380,Twice Baked Sweet Potatoes,"6 medium sweet potatoes 14 cup butter 1 small onion, minced 1 tablespoon brown sugar, packed 34 teaspoon orange zest, grated 34 teaspoon salt 14 teaspoon ground cumin 14 teaspoon ground cinnamon 14 teaspoon pepper 18 teaspoon ground allspice 14 cup sour cream 2 tablespoons fresh parsley, minced 2 egg whites","Preheat oven to 400 degrees. Bake potatoes until just softened, about 1 hour. Cool 15 minutes. Cut a half inch off of tops of potatoes and scoop out pulp leaving shells intact. Mash pulp. Set aside 4 shells and toss out the other two. In a small skillet, melt butter. Add onion, cook until softened about 8 minutes. Add brown sugar, zest, salt, cumin, cinnamon, pepper, and allspice. Cook until sugar melts about 2-3 minutes. Combine onion mixture with mashed sweet potatoes. Stir in sour cream and parsely. In a seperate bowl, mix egg whites at high speed until soft peaks form. Gently fold into sweet potato mixture. Spoon back into Potato shells. Put on baking sheet and bake until filling is just set and tops begin to brown about 15-20 minutes.","Preheat oven to 375°F. Butter and brown the sweet potatoes on all sides. In a small bowl mix together the vegetable oil, sugar, onion, brown sugar and lemon zest. Mix in 1 cup sour Cream. Spread between sweet potatoes for 30 minutes to let caramelize. In smaller bowl, whisk together all the remaining sugar. Fold in egg whites until blended. Top with a sprinkling of parsley and lemon juice. Bake for 15 minutes.",finetuned_top_k
381,Grandma'S Sugar Cookies,3/4 c. shortening (1/2 butter) 1 c. sugar 2 eggs 1 tsp. vanilla 2 1/2 c. self-rising flour,"Mix shortening (butter), eggs, sugar and flavoring. Blend in flour. Cover bowl and chill in freezer at least 1 hour. Heat oven to 375°. Roll dough on lightly floured board. Cut into desired shapes. Bake on ungreased cookie sheet 6 to 8 minutes. Decorate as desired. Makes 4 dozen cookies.","Combine butter, sugar, eggs and vanilla; mix well. Press into bottom of 9 x 13-inch pan; mix until mixture resembles coarse crumbs. Bake at 400° for 10 hours and 30 minutes. Cut out as required. Serves 12 to 16 (3 ounces).",finetuned_top_k
382,Faux Pho Bo (Vietnamese Beef Noodle Soup),"4 quarts fat free low-sodium beef broth 1 large onion, sliced into paper-thin rings 6 slices peeled fresh gingerroot (about the size of quarters) 1 stalk lemongrass, cleaned, leaves removed (do not substitute lemon zest or juice(the flavor is not at all the same) 1 small piece cinnamon stick (I use broken pieces of stick cinnamon, about 1 tsp total) 1 teaspoon whole black peppercorn 1 lb beef sirloin tip, cut into very thin slices (ask the butcher to slice it paper thin(I like to buy beef for sukiyaki at the Oriental market) 1/2 lb fresh bean sprout, rinsed and drained 1 cup fresh Thai basil, rinsed and dried 1 cup fresh cilantro leaves, rinsed and dried (coriander) 2 limes, cut into wedges 1/2 - 1 lb flat rice noodles (I prefer noodles about 1/4 inch wide) sambal oelek (optional) or sriracha sauce (optional) thinly sliced serrano peppers (optional) or jalapeno chile (optional) fish sauce (nam pla) (optional) hoisin sauce (optional)","In a 6 quart stockpot, combine broth, onion, ginger, lemongrass, cinnamon, and peppercorns (tie the seasonings loosely in cheesecloth for easier removal). Bring to a boil, reduce heat, cover, and simmer for 1 hour. Meanwhile, prepare rice noodles and garnishes. Arrange bean sprouts, basil, cilantro, chilies, and limes on a large platter. To prepare rice noodles, bring 4-6 quarts of water to a boil. Add rice noodles and stir to separate. Cook until just barely tender, about 2-3 minutes. Drain well. If not quite ready to serve, rinse noodles and drain again. To serve, remove seasonings (except onions) from broth; keep broth hot. Place 1/2 cup rice noodles in each of 6 large, deep bowls. Arrange thinly sliced beef over noodles, fanning out to increase surface area. Ladle very hot broth over beef and stir to cook. Serve immediately. Pass garnish platter, hoisin sauce, fish sauce, and sambal oelek or sriracha sauce for people to add as desired.","-chi sauce) small (about 1/3 cup) soy sauce, optional (to serve) green onions (optional, for garnish)
Instructions: Measure broth into bowl. Arrange onions and celery on a floured board. Place chicken and celeriac beef slices in large bowl, making sure to separate the pieces. Sprinkle with salt, sugar, and salt to taste. Cover bowls. Bring broth to a boil. Reduce heat and simmer for 10 minutes or until beef is tender. Place onions and vegetables on a small baking sheet. Bake 15 minutes, covered, in a 425 degree oven (you may need to leave a half an hour to cook them). Top with green onion and a few cups water to cover the top. Serve with warm vegetables.",finetuned_top_k
383,Russian Tea,1 lb. 2 oz. jar Tang 1 c. instant tea 1 (6 oz.) jar dry lemonade 3 c. sugar 3 tsp. cinnamon 1/2 tsp. ground cloves,Mix all ingredients in a large container. Use 3 level spoons tea per mug and boiling water.,Mix all ingredients well. Add tea and sugar well. Bake at 350 for about 5 minutes. Makes 15 cups.,finetuned_top_k
384,Quinoa Salad with Cucumbers and Feta,"1- 1/2 cup Quinoa (red, Hulled Or Both) 3 cups Water 1 whole Large Cucumber, Peeled And Diced 1 whole Red Bell Pepper, Cored, Finely Diced 1/2 cups Finely Chopped, Fresh Dill, Cilantro, Or Parsley (or Combination Of) 1/4 cups Green Onion, Finely Chopped 1/4 cups Red Onion, Finely Chopped 1/4 cups Kalamata Olives, Sliced Or Whole 23 cups Feta Cheese, Crumbled 13 cups Olive Oil 1/4 cups Balsamic Vinegar 2- 1/2 Tablespoons Honey 1 Tablespoon Dijon Mustard 1/4 teaspoons Salt 1/4 teaspoons Freshly Ground Pepper","Combine the dressing ingredients. Set aside. Rinse quinoa well before cooking to remove slightly bitter coating. Place quinoa and water in a pan. Bring to a boil. Reduce heat, cover, and simmer for 15 minutes or until liquid is absorbed. Place in a large bowl and allow to cool to room temperature. In a large bowl, combine chopped vegetables including chopped herbs of your choice. Add quinoa, olives, and cheese and gently mix. Add dressing, gently toss again, adding more salt and pepper if needed. Cover and chill for 1 to 2 hours to allow flavors to blend. Garnish with fresh herbs or sliced tomatoes and olives.","Combine the Quinoa, Water, Cucinata, Onion, Bell Pepper and Dill in a bowl and season to taste with salt and pepper. Preheat the oven to 300 degrees F. Season the vegetables with a little bit of salt, a little for the onions and a little more for the cucumbers. In a small bowl, combine the Feta cheese, salt and salt. Combine the vegetables in the flour mixture, a sprinkle of honey, and a small pinch of Dij on the outside of each container. Place the quinoa and remaining vegetables in a large bowl. Cover your container and let it sit or cool for 20 min or possibly 20 hrs. Place another container on the counter and let the qui-glace rest at room temperature until it is well-cloaked",finetuned_top_k
385,Under the eye dark circle treatment,"2 Spoonfuls of lemon, lime, or pineapple juice 1 good pinch of turmeric 1 round cotton pads cut in half thats been lightly soaked in rose water, green tea or plain water that been slightly frozen","Mix everything all together and apply under your eyes and place frozen cotton pads under eyes and relax for 10 minutes. Then rinse with cool water and then use a good eye cream do this about 2 to 3 times a week. TIPS.... Get plenty of rest nightly , sleep on your back, drink lots of water daily, don't rub at your eyes, avoid sodium and alcohol as much as you can, use a good eye cream in the morning and at night.","mix the lemon water, turmeric, cotton pads, and 1 teaspoon each of sugar and ginger to taste. mix the lime in a bowl at first then stir into the rice and a little water just before the next line, add sugar, ginger, and spices to mix well. and bake at 450 for 40 minutes or until the syrup has just melted and is crispy brown.",finetuned_top_k
386,Chocolate Delight Dessert,"1 cup crushed saltines 1/2 cup graham cracker crumbs 1/3 cup butter, melted 2 cups milk 1 package (3.9 ounces) instant chocolate pudding mix 1 package (3.4 ounces) instant vanilla pudding mix 1-1/2 quarts cookies and cream ice cream, softened 1 carton (12 ounces) frozen whipped topping, thawed 3 Heath candy bars (1.4 ounces each), crushed","In a small bowl, combine saltines and graham cracker crumbs; stir in butter. Press onto the bottom of a greased . Refrigerate 15 minutes. Meanwhile, in a large bowl, whisk milk and pudding mixes 2 minutes. Fold in ice cream. Spread over crust. Top with whipped topping; sprinkle with crushed candy bars. Freeze, covered, until firm. Remove from freezer 30 minutes before serving.","Preheat oven to 350°F. Grease and flour 6 large (12-inch) round ungreased 9-inch square casserole baking dish. Cut saltines, graham crumbs and butter into graham bits. Mix melted milk, pudding mix, cheeses, pudding mixes and pudding until well mixed. Press evenly onto bottom of dish. Refrigerate until set, about 10 minutes. Beat butter or milk until fluffy. Using fork, stir crumbs into cream. Slowly add powdered sugar to creamer until mixture resembles crumble batter. Pour mixture into prepared baking dish and top with chocolate; top with whipped topping and chocolate bars. Bake 40 minutes or until cake tops appear golden.",finetuned_top_k
387,Creamy Broccoli-Stuffed Chicken Breasts,"1 pkg. (6 oz.) STOVE TOP Stuffing Mix for Chicken 1 cup water 6 small boneless skinless chicken breasts (1-1/2 lb.) 1 pkg. (10 oz.) frozen chopped broccoli, thawed, drained 1 can (10-3/4 oz.) 98% fat-free condensed cream of chicken soup 1/2 cup fat-free milk 1 tsp. paprika 2 Tbsp. KRAFT Grated Parmesan Cheese","Heat oven to 400 degrees F. Combine stuffing mix and water in large bowl. Let stand 5 min. Meanwhile, pound chicken to 1/4-inch thickness. Add broccoli to stuffing; mix lightly. Spread onto chicken to within 1/2 inch of edges; roll up starting at one short end of each. Place, seam-sides down, in 13x9-inch baking dish. Mix soup and milk; pour over chicken. Top with paprika and cheese. Bake 30 min. or until chicken is done (165 degrees F).","Mix well until all ingredients are well coated; put in a slow cooker or possibly stovetop or possibly possibly unbaked microwave safe dish. Heat water to boiling over high heat; turn heat down to medium low. Cover, reduce heat, and simmer uncovered for 2-3 hours or possibly longer, until a knife inserted in the center comes out clean (6-8 hours); remove chicken to shallow dish and cool completely. Cover chicken with a dampened cloth. Cook broccoli in a 350° oven for 2 hours or maybe until golden brown on all sides. Remove skin, cut up breast halves, and arrange on a serving platter with broccoli in the middle. Preheat broiler, add soup, milk, paprika and kraft cheese and simmer for 10 to 15 minutes or possibly till bubbly",finetuned_top_k
388,Grandma'S Easy Brisket,1 (12 oz.) bottle chili sauce 1 can Coke 1 pkg. onion soup mix,"Combine chili sauce, Coke and onion soup mix. Pour over trimmed brisket and bake at 325° for 3 to 5 hours. Drain fat from gravy.","Sift ingredients together according to package directions. Pour into slow cooker. Sprinkle with seasoning mix (not water), onion soup, and chili sauce. Cover, and cook at 375° for 1 hour.",finetuned_top_k
389,M&M Cookies,2 c. shortening 1 c. brown sugar 1 tsp. soda 1 tsp. salt 1/2 c. sugar 2 1/2 c. sifted flour (use all-purpose flour) 2 eggs 2 tsp. vanilla M&M's,"Blend sugars and shortening. Beat in vanilla and eggs. Mix flour, soda and salt; add to other mix. Mix well. Stir in M&M's. Bake 10 to 12 minutes in 350° oven.","Combine shortening and soda in heavy saucepan. Separate shortening mixture and sugar. Stir in flour, eggs, vanilla and M&Ms (and use light mixture). Cook on low for 5 minutes or until thickened. Mix next 5 ingredients. Stir constantly. Makes 12.",finetuned_top_k
390,Sweet Potato Casserole,4 large sweet potatoes 1/2 to 1 c. sugar 1/2 c. butter 2 beaten eggs 1 tsp. vanilla 1/3 c. milk 1/3 c. melted butter scant 1 c. light brown sugar 2 Tbsp. flour 1 c. chopped nuts (optional),"Bake or boil the potatoes. Mash. Mix in sugar (use 1/2 cup first, more if necessary), butter, eggs, vanilla and milk. Put in a 13 x 9-inch pan. Melt butter and mix in brown sugar, flour and nuts. Sprinkle on top of sweet potatoes. Bake at 350° for 25 minutes.","Mix together sweet potatoes, sifted together sugars, egg and vanilla. Beat in milk, flour and brown sugar. Blend in butter. Pour over sweet potatoes and mix well. Bake at 400° for 45 to 50 minutes or until done.",finetuned_top_k
391,Ham With Cranberry And Bourbon Glaze,"1 (10-pound) 33%-less-sodium smoked, fully cooked bone-in ham Cooking spray 3/4 cup packed brown sugar 3/4 cup canned whole-berry cranberry sauce 1/4 cup bourbon 1 tablespoon prepared horseradish 1 bay leaf","Preheat oven to 325°. Trim fat and rind from ham. Score outside of ham in a diamond pattern. Place the ham, bone end up, on a roasting pan coated with cooking spray. Bake at 325° for 1 1/2 hours. Combine the sugar and remaining ingredients in a small saucepan. Bring to a boil. Reduce heat; simmer for 5 minutes. Remove from heat; discard bay leaf. Increase the oven temperature to 400° (do not remove the ham from the oven). Brush the cranberry mixture over the ham. Bake at 400° for 15 minutes. Place ham on a platter, and cover with foil. Let stand for 15 minutes. Do not discard drippings. Place a zip-top plastic bag inside a 2-cup glass measure or bowl. Pour the drippings into the bag, and let stand for 10 minutes (the fat will rise to the top). Seal the bag, and carefully snip off 1 bottom corner of the bag. Drain the drippings into a bowl, stopping before the fat layer reaches the opening; discard the fat. Serve the sauce with the ham. Note: Wine Suggestion:The tartness of the cranberries, sweetness of the bourbon, and pungency of the horseradish all take this ham in a decidedly different direction than the Ham with Champagne and Vanilla Glaze (page 109). The dramatic boldness of these flavors call for an equally bold and very fruity wine. Gewurztraminers from Alsace, France, fitthebill. Try the current vintage from any of the following producers: Trimbach, Hugel, Domaine Weinbach, or Zind-Humbrecht (about $18 to $22).","Place an 8-inch casserole dish in the bottom of the oven; add half the dried hams. Roast hams at high oven temperature 5-7 minutes, or until tender. Meanwhile, add wine vinegar, horserade, and bay leaf to the ham. Boil slowly until hot. Turn the ham into sauce, spreading halfway through each cut as it cooks, but do not overcook, because it will break quickly. To make sauce for gravy, place half the roasted hams in a large resealable plastic container and pour over the top of the liquid. Chill for at least 1 hour; refrigerate 2 hours. Garnish garnish with horserad, if desired. Bake 30 minutes or until bubbly and golden. Cool 30 minutes before serving.",finetuned_top_k
392,Spinach Balls,"2 (10 oz.) pkg. frozen chopped spinach 2 c. Pepperidge Farm herb stuffing 1 large onion, diced 4 eggs 1/2 c. Parmesan cheese 3/4 c. butter, melted 1 1/2 tsp. thyme 1 clove garlic, minced salt and pepper",Cook spinach and drain. Squeeze liquid out when draining spinach. Mix all ingredients thoroughly; chill 2 hours or more. Roll into balls one inch in diameter. Freeze or refrigerate until ready to use. Bake about 30 minutes until golden. Makes 4 to 5 dozen balls.,Boil spinach slightly; set aside. Combine ground ingredients in casserole dish. Beat egg yolks and toss with onion mixture. Spoon into casseroles. Bake at 350° for 20 to 25 minutes or until tender.,finetuned_top_k
393,Turkey Tenderloin With Cranberry Shallot Sauce,"2 turkey tenderloins (about 1 1/2 pounds total) 3/4 teaspoon salt, divided 1/4 teaspoon fresh ground pepper 4 teaspoons canola oil, divided 4 shallots, peeled and quartered 2 teaspoons chopped fresh thyme (may sub 1/2 t dried) 3/4 cup reduced-sodium chicken broth 1 1/2 cups fresh cranberries (you may use frozen, but do not thaw them) 1/4 cup dried cranberries 2 tablespoons light brown sugar (to taste) 1 tablespoon fruit-flavored vinegar (raspberry or pomegranate)","Preheat the oven to 450 degrees F. Sprinkle turkey tenderloins with 1/4 teaspoon salt and pepper. Heat 2 teaspoons oil in a large skillet over medium heat. Add the turkey and cook, turning to brown all sides, about 5 minutes total. Transfer to a baking sheet. Roast until an instant-read thermometer registers 165°, 15 to 25 minutes (depending on the sizes). Meanwhile, add the remaining 2 teaspoons oil to the pan. Add shallots and cook, stirring occasionally, until browned, 3 minutes. Add thyme and cook until fragrant, about 10 seconds. Add broth and cook, scraping up any browned bits, for 1 minute. Stir in fresh and dried cranberries and cook until most of the fresh cranberries have broken down, 6 to 7 minutes. Stir brown sugar, vinegar and the remaining 1/2 teaspoon salt into the sauce; cook for 1 minute. Cover and remove from the heat. Let the turkey rest on a clean cutting board for 5 minutes. Thinly slice; serve with the sauce.",Season turkey tenderstins to taste with salt and pepper. Place 2 cups broth in 1 -quart casserole and cover. Cover and bake at 350 degrees for 1 hour or until tender(sliced and heated). Let cool. Lightly flour 1 tablespoon oil using a pastry blender. Spread the Shallot sauce over the turkey tenderlys. Sprinkle with 1/8 teaspoon salt and 1/9 teaspoon pepper. Bake uncovered for 25 minutes. Stir in the reserved broth. Cool completely until serving time. You may just leave some on top for additional sauce or to serve.,finetuned_top_k
394,Chilied Chicken and Hominy Soup,"8 ounces boneless skinless chicken breasts, cubed 1 small onion, chopped 2 garlic cloves, minced 5 cups fat-free chicken broth 12 teaspoon oregano 1 12 tablespoons chili powder 1 (14 ounce) can hominy, drained (white hominy)","Brown chicken over medium-high heat in saucepan. Remove chicken from saucepan, keep warm. Reheat saucepan to medium heat and saute onion and garlic until onion in translucent. Add cooked chicken, chicken broth, oregano, and chili powder and combine. Reduce heat to low cover and cook 15 minutes. Add hominy cook 15 more minutes.","In a large, large skillet over medium-high heat, melt the chicken broth. While the chicken is cooking, heat the remaining chicken broth over medium heat; cook and stir while heating, stirring constantly, about 5 minutes. Stir in the onions and garlic; keep stirring until onion changes color: about 10 minutes. Add the broth to the chicken and cook over moderately high heat until the onion is beginning to soften (about 1 minute). Add the chili powder to the skillet; stir. While stirring, add the hominy and 1 tablespoon oreganos; and simmer for 5 to 10 minutes, stirring frequently, until the chicken mixture thickens slightly. Remove the chicken from the heat; let stand 10 minutes to handle heat. Return to the pan to cook for 5 minutes, turning when just tender.",finetuned_top_k
395,Poppy Seed Dressing For Fresh Fruit Salad,"2/3 c. honey 1 tsp. salt 1 medium onion, cut up 3/4 Tbsp. poppy seed 2 c. Wesson oil dash of pepper",Blend all ingredients (except poppy seed) in blender. Stir in seed. Keeps 2 to 3 months.,"In small bowl, combine honey and oil. Mix well. Add onion, poppy seed, poppy seeds and seasoning. Add remaining herbs and drizzle over dressing.",finetuned_top_k
396,Forget-Me-Not Cones,"1 pkg. (3.9 oz.) JELL-O Chocolate Flavor Instant Pudding 1 cup cold milk 2 cups thawed COOL WHIP Whipped Topping 10 Oreo Cookies, crushed, divided 1 pkg. (1-3/4 oz.) ice cream cones 12 Marshmallow Flowers (See Tip.)",Beat pudding mix and milk in large bowl with whisk 2 min. Let stand 5 min. Stir in COOL WHIP and 3/4 cup cookie crumbs. Spoon into ice cream cups; sprinkle with remaining cookie crumbs to resemble dirt in flower pots. Flatten tops slightly with back of spoon. Top with Marshmallow Flowers.,Heat oven to 350° F. Cream instant pudding and milk; add sugars. Add Oreo cookies. Press to fit into 9 x 13-inch dish. Bake 25 minutes or until a toothpick inserted in center comes out clean. Cool completely. Punch edge of cookie with fork. Divide evenly among 8 8- oz. packages. Top with 1/2 c. whipped topping. Refrigerate overnight. Preheat oven to 325° F.; cut edges of cookie slightly to fit with edge of candy. Cut edges of candy into 2 inches. Spread with 1 C. melted chocolate. Let rest 10 minutes. Cut edge of chocolate into 1/4-inch diagonal slices. Fill 1 Tbsp. chocolate filling (see tip). Place on cookie sheet coated with cooking spray. Fold edges of edge,finetuned_top_k
397,Lollipop Cookies,1 pkg. SuperMoist rainbow chip cake mix 3/4 c. water 2 eggs 1 tube Betty Crocker creamy deluxe frosting,You will need 20 to 24 wooden sticks.,"Mix cake mix, water and eggs. Fold in flour. Pour into buttered 9 x 13-inch pan. Pour frosting over cake mixture. Chill before serving. Makes 4 to 6 dozen.",finetuned_top_k
398,Chocolate Chess Pie,"2 eggs 1 1/2 c. sugar 1 small can evaporated milk 1 stick oleo, melted 3 Tbsp. cocoa 1 tsp. vanilla 1 c. chopped nuts",Melt oleo. Mix all ingredients. Pour into pie crust. Bake at 400° for 10 minutes and at 350° for 40 minutes.,Mix eggs and sugar. Add salt. Beat at medium speed until smooth. Stir in milk. Mix oleol and cocoa. Drop by teaspoons onto beaten eggs and beat until thickened. Pour into greased casserole dish. Bake at 350° for 45 minutes or until set. Serves 6 to 8.,finetuned_top_k
399,Rhubarb-Strawberry Upside-Down Cake,"4 to 5 c. rhubarb, cut into chunks 1/2 to 3/4 c. sugar 1 (6 oz.) pkg. strawberry jello 1 c. water 1 pkg. yellow cake mix 2/3 c. water 3 Tbsp. butter 2 eggs","Line a 9 x 13-inch cake pan with rhubarb. Sprinkle sugar and jello over rhubarb; pour 1 cup water over mixture and set aside. Mix cake mix, 2/3 cup water, butter and eggs together. Pour over rhubarb mixture. Bake 1 hour at 350°. Serve with whipped cream.","Cook the rhubarabian with the sugar, jello and water until completely dissolved. Add the strawberries with the water and the cake mix. Cook over low heat until well blended. Pour into cake pan and cool completely. Remove from heat and stir in butter and eggs and cook 10 minutes with the sides of the pan floured on top. When cool, cut the top corners off at a diagonal and let rise in a warm place until doubled, about 5 minutes.",finetuned_top_k
400,Broccoli And Cauliflower Salad,1 head cauliflower 1 head broccoli 1/2 lb. bacon cheese (optional) 2 c. Miracle Whip 3 Tbsp. vinegar 1/2 c. sugar,"Fry bacon until crispy, then crumble. Break off tops of broccoli and cauliflower. Mix together broccoli, cauliflower and bacon. Then mix together Miracle Whip, vinegar and sugar and pour over vegetables; mix well. Refrigerate after preparing.",Brown cauliflower. Drain. Combine other ingredients. Stir and cook to desired consistency. Season to taste.,finetuned_top_k
401,Peanut Butter Energy Bites,1 cup Old Fashioned Oats 1/2 cups Creamy Peanut Butter 1/4 cups Honey 1 teaspoon Vanilla 2 teaspoons Chia Seeds 1/2 cups Milk Chocolate Chips,"In a large bowl, combine oats, peanut butter, honey, vanilla, and chia seeds. Mix well until thoroughly combined. Add chocolate chips and stir well. Shape into 18 small balls. Refrigerate until firm, if desired.",Mix all ingredients! Cool and serve!,finetuned_top_k
