recipe_id,title,ingredients,reference,prediction,method
453,Kit Kat's Frittata,"3 large potatoes 6 eggs 2 garlic cloves 1 small onion (I use medium sized pickleing onions) 34-1 cup cheese, grated 1 -2 teaspoon dried herbs salt and pepper","Note: I use non-stick teflon coated pans, I find that these produce the best results and I need little or no oil. Peel and cut potatoes into 1cm cubes and boil until al dente (I use the microwave for this). Finely dice garlic and onion and fry until translucent. Crack eggs and whisk lightly. Drain potatoes and fry, bake or grill until light golden brown (like you are cooking fries). Mix cheese and herbs in a large bowl and season. Add the potatoes, garlic and onion to the cheese and mix through. Add the whisked eggs to the mix and fold through. Heat a large non stick frying pan and pour in the mixture. (It may be a good idea to make 2 smaller frittate with this amount of ingredients, as you will then have room to scrape into sides as they cook and you will have more room to turn the frittata). Turn the heat down quite low, otherwise the base will get burnt. Scrape the sides of the frittata into the middles as they cook, the raw egg will move to the edges and you can repeat the action. When the frittata has cooked around the edges and there is only a section in the middle left uncooked, place under a hot grill until nice and golden. You may like to sprinkle cheese over the top while under the grill. The best way to remove the frittata from the pan is to slide it out onto a warm plate, this is why I insist on using non-stick pans Slice like you would a pizza and serve. Personally I like the frittata warm but not hot, but its also great cold. Variations: as I have said, it is so easy to vary this dish, here are some suggestions -- pumpkin and sweet potato (cooked in the same way as the potato, diced squash, zucchini, tomato, aubergine (eggplant), corn, mushrooms or broccoli. To turn it into a non-vego dish, add some diced ham/bacon (fry a little in the pan), shredded chicken or turkey or even some flaked fish. I have even used tofu on occasion. Yet another example of how versatile this dish is, change your seasonings; whisk in with the eggs some curry powder, cajun spices or some freshly chopped chilli. Enjoy, I believe alot of the joy of this dish comes from the cooking process itself.","Preheat oven to 350 degrees F (175 degrees C). In a large bowl, combine the potatoes, eggs, garlic, onion, herbs, salt, pepper, and cheese. Mix well. Pour into a greased and floured 9 x 13-inch baking dish. Bake for 20 minutes or until golden brown.",finetuned_beam
454,Broken Glass Cake,1 1/2 cups graham wafer crumbs 1/2 cup brown sugar 1/2 cup butter or 1/2 cup margarine 1 (3 ounce) package lemon Jell-O gelatin 1 (3 ounce) package lime Jell-O gelatin 1 (3 ounce) package strawberry Jell-O gelatin dessert or (3 ounce) package raspberry Jell-O gelatin 1 envelope of knox unflavored gelatin 1 cup pineapple juice 2 envelopes Dream Whip 1 cup crushed pineapple,"Melt butter, stir in crumbs and brown sugar, and press into an ungreased 9 x 13"" pan. Bake at 350 degrees for 10 minutes. Prepare Jello as directed on package, and pour into three separate shallow pans to set. Dissolve one package of plain Gelatin in 1/4 cup cold water. Heat one cup of pineapple juice, and add to gelatin. Cool until syrupy but do not let set. Whip together 2 packages of Dream Whip according to the directions on the package. Add to the pineapple mixture. Cut Jello into cubes and add to mixture along with one cup of crushed pineapple. Mix all together and pour on graham crust. Chill until set.","Preheat oven to 350 degrees F (175 degrees C). Grease a 9x13-inch baking pan. In a large bowl, combine crumbs, brown sugar, butter or margarine, and gelatin. Stir in gelatin mixture. Pour into prepared pan. Bake in preheated oven for 30 minutes or until a toothpick inserted in the center comes out clean. Cool completely on a wire rack.",finetuned_beam
455,Cheesy Potato Gratin,2 lbs idaho potatoes (peeled and thinly sliced) 12 teaspoon salt 12 teaspoon white pepper 14 cup snipped chives (fresh) 14 minced onion 1 12 cups blue cheese (crumbled) 1 cup freshly grated parmesan cheese 1 cup milk 1 garlic clove (minced),"Preheat oven to 350 degrees F. Grease 2-quart rectangular or oval baking dish about 14x8x2 inches. Overlap one-third of potato slices in one layer in baking dish. Sprinkle with one-third of salt, pepper, chives and cheeses. Repeat layers two more times. Combine milk and garlic; pour over potato layers. Bake 1 1hr 25mins or until potatoes are tender and golden brown and liquid is absorbed.","Preheat oven to 350 degrees F (175 degrees C). In a large bowl, combine potatoes, salt, pepper, chives, onion, cheese, milk and garlic. Mix well. Pour into a greased and floured 9 x 13-inch baking dish. Bake for 20 minutes or until golden brown.",finetuned_beam
456,Roasted Duck with Orange Ginger Glaze,"1 (2-pound) duckling Salt and pepper 1 tablespoon sugar 1 tablespoon water 2 tablespoons dry white wine 1 tablespoon cider vinegar 2 ounces orange juice 2 tablespoons freshly chopped ginger 16 ounces duck, beef, or chicken stock 2 oranges, supremed","Preheat oven to 375 degrees F. Begin by placing the duck breast side up on a baking rack. Season with the salt and pepper, and roast until the juices run barely pink, about 45 minutes. Remove the duckling from the pan and set it aside. Degrease the pan drippings by skimming off the top layer. To prepare the sauce, combine the sugar and water and caramelize carefully. Add the wine, vinegar, orange juice and ginger. Mix them well and reduce by half. Add the stock and bring to a boil. Add the pan drippings, reduce the heat and simmer until sauce reduces by half. Once sauce is done, strain it through a cheesecloth or fine strainer and set aside. To serve, place the duckling on a large serving tray. Add the orange segments on top and around the duck, and pour the sauce over the duck.","In a large saucepan, combine the salt, sugar, and water. Bring to a boil. Reduce heat, cover, and simmer for 30 minutes. Remove from heat, and stir in the vinegar, ginger, and orange juice. Stir in the duck, stock, and oranges. Cover, and cook for 20 minutes or until the duck is tender. Serve immediately.",finetuned_beam
457,Potato Hash,"diced potatoes chopped onion (medium size) 2 Tbsp. parsley 1 beef broth cube salt and pepper to taste 1 can corned beef hash, crumbled 1/2 c. water 2 Tbsp. flour","In a 2-quart saucepan, place potatoes, chopped onion, parsley, beef broth cube and salt and pepper to taste. Cover potatoes with water 1/4-inch above the potatoes. Cook until potatoes are soft. In a 3-quart casserole dish, place mixture. Add can of corned beef hash. Thicken this mixture with flour and water. Bake at 350° for 30 minutes.",Mix all ingredients together. Bake at 350° for 30 minutes.,finetuned_beam
458,Margie'S Nut Bread,2 level c. Bisquick 1 c. sugar 1 egg 1 c. sweet milk 1 tsp. vanilla 1/2 c. rolled nuts,"Mix together egg, milk, vanilla and rolled nuts. Add flour mixture to milk mixture. Bake 1 hour at 350° on greased bread pan.","Mix Bisquick, sugar, egg, sweet milk, vanilla and nuts. Bake at 350° for 1 hour.",finetuned_beam
459,Barbecued Shrimp,"3 lb. butter 6 Tbsp. black pepper 6 lb. shrimp (leave heads and shells on) 4 small cloves garlic, chopped 2 Tbsp. Italian seasoning","Wash shrimp well. Drain and pat dry. Sprinkle with a little salt. In a large, shallow pan, melt butter. Add Italian seasoning and garlic. Place shrimp in single layer in pan. Sprinkle with black pepper. Turn oven to broil and broil shrimp for 5 to 7 minutes or until they turn pink. Stir and turn over all shrimp. Broil on this side for 5 to 7 minutes or until pink. Serve immediately. Good served with hot French bread.","Melt butter in large skillet over medium heat. Add shrimp, garlic and seasoning. Cook, stirring occasionally, until shrimp are cooked through, about 5 minutes.",finetuned_beam
460,Pecan Sandies,1 cup butter (2 sticks) softened 2 tsp. vanilla 1/4 cup sifted confectioners sugar 1 Tbsp. water 2 cups sifted flour 1 cup chopped nuts,Blend all ingredients in a large mixing bowl. Shape dough into small rolls. Place on ungreased cookie sheet. Bake at 300 degrees for 20 minutes.,"Preheat oven to 350°. Grease and flour a 9 x 13-inch baking dish. In a large bowl, cream butter and vanilla until light and fluffy. Add sugar, water, flour and nuts. Mix well. Pour into prepared dish. Bake at 350° for 30 minutes or until a toothpick inserted in center comes out clean.",finetuned_beam
461,Curry Pate,"1 cup shredded Cheddar cheese 2 (3 ounce) packages cream cheese, softened 2 tablespoons dry sherry 1/2 teaspoon curry powder 1/4 teaspoon salt 1 (8 ounce) jar mango chutney, finely chopped 1/3 cup sliced green onion","Beat Cheddar cheese, cream cheese, sherry, curry powder, and salt together in a bowl; spread onto a serving platter into a 1/2-inch layer. Cover platter with plastic wrap and refrigerate until firm, about 30 minutes. Spread chutney over cheese layer and top with green onion.","Preheat oven to 350 degrees F (175 degrees C). Grease a 9x13 baking dish. In a large bowl, combine the cream cheese and sherry. Stir in the curry powder, salt, and curry powder. Pour into the prepared dish. Bake in the preheated oven for 10 minutes. Remove from the oven and let cool completely before serving.",finetuned_beam
462,Slow-Cooker Shredded Pork Sandwiches,"1 boneless pork shoulder (3 lb.) 1/2 cup HEINZ Tomato Ketchup 1 Tbsp. brown sugar 4 cloves garlic, minced 1/2 tsp. ground black pepper 1 cup KRAFT Original Barbecue Sauce 12 kaiser rolls, split","Place meat in slow cooker. Mix next 4 ingredients until blended; pour over meat. Cover with lid. Cook on LOW 8 to 10 hours (or on HIGH 4 to 6 hours). Remove meat from slow cooker; cut off and discard excess fat. Shred meat with 2 forks; return to slow cooker. Microwave barbecue sauce in microwaveable bowl on HIGH 40 sec. or until heated through, stirring after 20 sec. Add to meat; stir until evenly coated. Serve in rolls.","Preheat oven to 350°. In a large bowl, combine pork shoulder, tomato ketchup, brown sugar, garlic, pepper, and kraft sauce. Mix well. Pour into a 9 x 13-inch baking dish coated with cooking spray. Bake at 350° for 30 minutes or until a knife inserted in the center comes out clean.",finetuned_beam
463,Christmas Cake,"1/2 lb. butter 1 lb. confectioners sugar 5 eggs, room temperature 2 c. walnuts, coarsely chopped 2 tsp. vanilla 1 (12 oz.) jar maraschino cherries 3 c. flour","Cream butter and sugar. Add eggs one at a time. Add flour and vanilla. Blend well. Fold in nuts and cherries. (Roll cherries in flour first to avoid sinking.) Pour into a greased and floured tube pan. Bake at 350° for 20 minutes, then lower to 325° and bake one hour.","Cream butter and sugar until light and fluffy. Add eggs, one at a time, beating well after each addition. Beat in vanilla and cherries. Add flour and mix well. Pour into greased and floured 9 x 13-inch pan. Bake at 350° for 30 minutes.",finetuned_beam
464,Devilishly Good Deviled Crab,1 pound lump crabmeat 1/2 cup finely sliced scallions (white and green parts) or fresh chives 1/2 cup tiny dice of fresh celery or fennel 1/2 cup tiny dice of red bell pepper 2 teaspoons Dijon mustard 1/2 cup melted butter 1/4 cup heavy cream 1 cup of coarsely crushed soda cracker crumbs Salt and Tabasco sauce 1/4 cup additional crushed soda cracker crumbs,"Preheat the oven to 350 degrees. Pick through the crabmeat to remove bits of cartilage etc. In a mixing bowl combine the crabmeat with the scallions, celery and bell pepper. (Make sure the green onions, celery and bell pepper are very finely chopped because they won't cook in the oven and you don't want their raw texture to be intrusive.) In a separate mixing bowl combine the mustard with the butter and cream. Combine the crabmeat mixture with the melted butter and cracker crumbs. Season with 1/2 teaspoon of salt and Tabasco sauce to taste. Transfer the mixture to a baking dish. Top with additional cracker crumbs and bake for half an hour until the top has browned. Variation instead of combining crabmeat vegetables with the butter and cream combine it with 3/4 cup of evaporated skim milk mixed with 1 teaspoon dry mustard rather than the Dijon mustard.","Preheat oven to 350 degrees F (175 degrees C). In a large bowl, combine the crabmeat, scallion, celery, bell pepper, mustard, butter, cream and crushed soda. Mix well. Pour into a greased and floured 9 x 13-inch baking dish. Bake for 20 minutes or until a toothpick inserted in the center comes out clean. Remove from the oven and cool completely.",finetuned_beam
465,Asparagus-Goat Cheese Pasta,1 pound asparagus 1/2 pound thin spaghetti 1 tablespoon butter 2 tablespoons all-purpose flour 1 14 1/2-ounce can chicken broth 4 ounces goat cheese 1 teaspoon grated lemon peel 1/2 cup grated Parmesan cheese,"Heat a large pan of lightly salted water to boiling over high heat. Peel the asparagus stalks and trim the ends. Cut the stalks into 2-inch pieces. Blanch in boiling water 3 minutes or until bright green and crisp-tender when tested with a small knife. With a slotted spoon, remove the asparagus and rinse under cold water to stop the cooking. Add the spaghetti to the boiling water and cook according to the label directions until al dente. Drain. Meanwhile, in a medium saucepan over medium-high heat, melt the butter. Blend in the flour with a whisk. add the broth and cook for 2 minutes, stirring constantly, until the sauce thickens. Blend in the goat cheese and the lemon peel. Toss the spaghetti with the asparagus, sauce and half the Parmesan. Serve with the remaining Parmesan and freshly ground black pepper.","Preheat oven to 350 degrees F (175 degrees C). In a large bowl, whisk together the pasta, butter, flour, broth, goat cheese, lemon peel, Parmesan, and lemon peel. In a small bowl, mix together the goat cheese mixture and the pasta mixture. Pour into a greased and floured 13x9-in. baking dish. Bake for 30 minutes or until a toothpick inserted in the center comes out clean.",finetuned_beam
466,Spicy Cookies,3 1/4 c. flour 1 Tbsp. baking powder 1 1/2 Tbsp. ground cinnamon 1 Tbsp. ground ginger 3/4 tsp. ground allspice 3/4 tsp. ground nutmeg 1/4 tsp. ground cloves 1 1/4 c. oleo (at room temperature) 1 3/4 c. packed light brown sugar 1 large egg,"Mix flour, baking powder and spices. In a large bowl, beat oleo and sugar with electric mixer until light and fluffy. Beat in egg. Gradually add flour mixture, beating until blended. Divide dough in thirds. Shape each into a ball. Flatten to 1-inch thick rounds. Wrap in plastic wrap and refrigerate 1 hour or until firm enough to roll.","Cream together flour, baking powder, cinnamon, ginger, allspices, nutmeg, cloves, eggs and brown sugar. Sift dry ingredients together and add to creamed mixture. Mix well. Pour into greased and floured 9 x 13-inch pan. Bake at 350° for 1 hour and 15 minutes.",finetuned_beam
467,Meatballs with Parsley and Parmesan,"4 large eggs 1/2 cup fresh French breadcrumbs 6 tablespoons grated Parmesan cheese 3 tablespoons olive oil 1/4 cup chopped fresh parsley 3 large garlic cloves, minced 2 teaspoons salt 1 teaspoon ground black pepper 2 pounds lean ground beef Additional olive oil (for frying)","Stir eggs, breadcrumbs, Parmesan cheese, 3 tablespoons olive oil, parsley, garlic, 2 teaspoons salt and pepper in large bowl to blend. Add ground beef and mix thoroughly. Form mixture into 1 1/2-inch diameter meatballs. Pour enough oil into heavy large skillet to coat bottom; heat over medium-low heat. Working in batches, add meatballs and fry until brown and cooked through, turning frequently and adding more oil as needed, about 15 minutes per batch. Transfer to plate.","Preheat the oven to 350 degrees F (175 degrees C). In a large bowl, combine the eggs, bread crumbs, Parmesan, olive oil, parsley, garlic, salt, pepper, and black pepper. In a separate bowl, whisk together the beef and the remaining ingredients. Pour the mixture into a greased and floured 9 x 13-inch baking dish. Bake for 10 minutes, or until a toothpick inserted in the center comes out clean. Serve warm or at room temperature.",finetuned_beam
468,Lemon Pound Cake,1 box Duncan Hines lemon deluxe supreme mix 4 eggs 1 pkg. lemon jello 2/3 c. Crisco oil 1 1/2 tsp. lemon flavoring 2/3 c. boiling water,"Pour boiling water over jello and stir until dissolved, then add Crisco. Mix good with a spoon. Add box cake mix gradually, about half at the time. Then, with a mixer, add eggs one at a time, beating well after each addition. Add lemon flavoring, then pour into greased tube pan. Bake at 325° for 1 hour.",Mix all ingredients together. Bake at 350° for 30 minutes.,finetuned_beam
469,Sausage Balls,2 c. Bisquick mix 1 lb. mild sausage 1 c. grated Cheddar cheese,Mix all ingredients and roll into size of a walnut. Place on cookie sheet and bake at 325° for 25 minutes.,"Mix Bisquick, sausage and cheese. Bake at 350° for 30 minutes.",finetuned_beam
470,Wilted Spinach With Roasted Garlic,"12 garlic cloves, peeled 4 tablespoons olive oil, divided 3 6-ounce bags fresh spinach","Preheat oven to 400°F. Place garlic on foil; drizzle with 1 tablespoon oil. Wrap garlic in foil; roast until soft, about 20 minutes. Heat remaining 3 tablespoons oil in large pot over medium-high heat. Add spinach and garlic with oil from foil packet. Saute until spinach is wilted, about 2 minutes. Season with salt and pepper. Transfer spinach to bowl and serve.","Heat oil in a large skillet over medium-high heat. Add garlic and saute until fragrant, about 5 minutes. Add spinach and cook, stirring occasionally, until wilted, about 10 minutes. Remove from heat and stir in remaining ingredients. Serve immediately.",finetuned_beam
471,Healthy Loco Moco with Sardine Hamburgers,2 Sardine hamburgers 2 Eggs 3 leaves Lettuce 1 1/2 rice bowls worth Hot cooked white rice 2 tbsp Ketchup 3 tbsp Okonomiyaki sauce 1 tbsp Red wine (or sake) 1 Mayonnaise,"Wash the lettuce, and julienne 1 of the leaves. Place 1 lettuce leaf on each plate. Heat a frying pan, and coat with oil. Make a sunny side up, and set aside. Add a little oil into the frying pan, and fry the sardine hamburgers from ""Teriyaki Sardine Hamburgers"". When cooked, set them aside, and wipe excess oil in the frying pan. Add the flavoring ingredients, and simmer. Put the hamburgers back into the pan, and coat in the sauce. Serve the rice on top of the lettuce on the plate. Then add the julienned lettuce, hamburger, and fried egg in this order. Pour over the leftover sauce, and squeeze mayonnaise to taste. It's done.","Preheat oven to 350 degrees F (175 degrees C). In a large bowl, mix together the eggs, lettuce, rice bowls, ketchup, red wine, mayonnaise and red pepper flakes. Mix well. Pour into a greased and floured 9 x 13 inch baking dish. Bake for 20-25 minutes or until golden brown.",finetuned_beam
472,Pear Crumb Pie,1/2 cup packed brown sugar 2 tbsp. cornstarch 1/2 tsp. cinnamon 1/4 tsp. ginger 1/8 tsp. salt 1 dash ground nutmeg 6 cups thinly sliced peeled pears 1 tbsp. lemon juice 1 unbaked 9-inch pastry shell 2/3 cup all-purpose flour 1/3 cup packed brown sugar 1/3 cup cold butter margarine,"Combine filling ingredients; spoon into pasty shell. Bake at 400F for 25 minutes. For topping, combine flour and brown sugar; cut in butter until crumbly. Sprinkle over filling. Bake 40 minutes longer. Cover edges with foil if necessary.","Preheat oven to 350°F. In a large bowl, combine brown sugar, corn starch, cinnamon, ginger, salt, nutmeg, and nutmeg. Stir in pears, lemon juice, and pastry shell. Pour batter into prepared pie shell. Bake in preheated oven until pears are lightly browned, 15 to 20 minutes. Remove from oven and cool completely.",finetuned_beam
473,Chicken Salad,"1 whole chicken, cooked and chopped 1 medium apple, chopped 1/2 cup celery, chopped 1/2 cup sweet pickles, chopped 1/2 cup pecans, chopped 2 tsp. sugar Salt to taste Mayonnaise",Mix all ingredients thoroughly.,"In a large bowl, combine the chicken, apple, celery and pickles. Mix well. Pour into a greased and floured 9 x 13-inch baking dish. Sprinkle with salt and pepper. Bake at 350° for 30 minutes.",finetuned_beam
474,Magic Cookie Bars Or Seven Layer Cookies,"1 1/2 cups graham cracker crumbs 1/2 cup butter or 1/2 cup margarine, melted 1 (14 ounce) can sweetened condensed milk 1/2 cup semi-sweet chocolate chips 1/2 cup white chocolate chips 1/2 cup butterscotch chips 1/2 cup peanut butter chips 1 1/3 cups flaked coconut 1 cup nuts, chopped","Preheat oven to 350 degrees Fahreheit (325 degrees Fahrenheit for a glass dish). In a small bowl, combine graham cracker crumbs and melted butter; mix well. Press crumb mixture firmly in the bottom of a 13x9 baking pan. Pour sweetened condensed milk evenly over crumb mixture. Layer evenly with semi-sweet chocolate chips, white chocolate chips, butterscotch chips, peanut butter chips, coconut, and nuts. Press down firmly with a fork. Bake for 25 minutes or until lightly browned. Cool. Cut into bars. Store leftovers covered.","Preheat oven to 350 degrees F (175 degrees C). Grease and flour a 9x13 inch baking pan. In a large bowl, combine crumbs, melted butter, condensed milk, chocolate chips, peanut butter, butter chips, coconut, nuts, and peanut butter. Mix well. Pour into prepared pan. Bake for 20 minutes or until a toothpick inserted in the center comes out clean. Cool on wire rack.",finetuned_beam
475,Pimento Cheese Salad,"2 pkg. orange Jell-O 1 c. sugar 2 c. boiling water 2 glasses pimento cheese spread 1 small can crushed pineapple, undrained 2 pkg. dessert topping mix (Dream Whip)",Dissolve Jell-O and sugar in boiling water. Cool until syrupy and beat in cheese spread and pineapple. Let congeal to syrupy stage and fold in prepared dessert topping mix. Refrigerate until set.,Mix all ingredients together and serve.,finetuned_beam
476,Banana Orange Yogurt Muffins,"1 1/2 cups rolled oats uncooked 1 cup flour, all-purpose 13 cup brown sugar firmly packed 1 teaspoon baking powder 1/2 teaspoon baking soda 1/2 teaspoon cinnamon ground 1/4 teaspoon salt optional 13 cup dates chopped 8 ounces yogurt, non-fat plain 3/4 cup bananas mashed (2 medium) 2 each egg whites slightly beaten 2 tablespoons vegetable oil 1 1/2 teaspoons orange zest grated 1 cup blueberries fresh or frozen, optional","Heat oven to 400 F. Spray bottoms only of 12 muffin cups with no-stick cooking spray. Combine dry ingredients including dates; mix well. Add combined yogurt, banana, egg whites, oil and orange peel, mixing just until dry ingredients are moistened. Stir in blueberries if using. Fill muffin cups almost full. Bake 20 to 22 minutes or until golden brown. Let muffins stand a few minutes; remove from pan. Let milk and juice stand 5 minutes or until slightly thickened. NOTES* *1 whole egg can be substituted for the 2 egg whites *Can substitute 3/4 cup skim milk combined with 2 1/2 teaspoons lemon juice for yogurt.","Preheat oven to 350 degrees F (175 degrees C). In a large bowl, combine oats, flour, brown sugar, baking powder, baking soda, cinnamon, and salt. Stir in dates, yogurt, bananas, egg whites, and oil. Pour batter into a greased and floured 9 x 13-inch pan. Bake for 10 minutes or until a toothpick inserted in the center comes out clean. Cool completely on a wire rack.",finetuned_beam
477,Pumpkin Pie Crunch,"1 Package Yellow Cake Mix 1-16 oz. Can Solid Pack Pumpkin 1-12 oz. Can Evaporated Milk 1 Cup Sugar 4 Tsp. Pumpkin Spice 3 Eggs 1/2 Cup Brown Sugar 1/2 Tsp. Salt 1 Cup Margarine, melted 1 Cup Pecans, chopped Whipped Topping","Combine pumpkin, evaporated milk, eggs, sugar, pumpkin spice and salt in large bowl; pour into 9x13 baking dish. Sprinkle dry cake mix evenly over pumpkin mixture. Top with pecans and drizzle with melted butter.","Preheat oven to 350°. Mix cake mix, pumpkin, evaporated milk, sugar, pumpkin spice, eggs, brown sugar, salt and margarine. Pour into greased 9 x 13-inch pan. Bake at 350° for 30 minutes or until a toothpick inserted in center comes out clean.",finetuned_beam
478,Jalapeno Pie,"1 lb. longhorn or sharp cheddar cheese, grated 6 eggs 1 15 oz. can jalapeno peppers pimentos",Mix eggs (do not whip) until blended. Slice peppers lengthwise and remove seeds and stems. Into a 16 inch pie pan place 1/2 inch layer of coarsely grated cheese. Place peppers in a circular design around dish pointed towards center. Cover with remaining cheese. Pour eggs over mixture evenly. Garnish with pimento.,Mix all ingredients together. Bake at 350° for 30 minutes.,finetuned_beam
479,Sweet Potato Tagine,"14 12 ounces vegetable broth 12 ounce dried porcini mushrooms, coarsely chopped 4 sweet potatoes, peeled & cut into chunks (about 2 pounds) 10 sun-dried tomatoes, coarsely chopped 2 tablespoons fresh sage leaves, chopped 3 cloves garlic, chopped 12 teaspoon salt 2 tablespoons olive oil 2 cups cooked couscous","Combine broth and mushrooms; bring to a boil over high heat. Reduce heat to medium and simmer 2 minutes. Add to an oven-proof casserole with the sweet potatoes, sun-dried tomatoes, sage, garlic, and salt. Cover and bake at 350F for 30 minutes, stirring once. Add the olive oil to sweet-potato mixture; stir and bake, uncovered, for 15 minutes longer. Stir well and cool at least 5 minutes before serving, allowing liquid in mixture to thicken slightly. Serve over couscous.","Bring a large pot of salted water to a boil over medium-high heat. Add the broth, stirring constantly, and bring to a simmer. Reduce the heat to medium-low, cover, and simmer for 30 minutes, or until the potatoes are tender. Drain the potatoes and set aside. In a large bowl, combine the mushrooms, tomatoes, sage, garlic, salt, and olive oil. Stir in the oil and cook until the mushrooms are wilted, about 5 minutes. Remove from the heat, and stir in the couscou. Season to taste with salt and pepper. Serve immediately.",finetuned_beam
480,Caesar's Palace Cheesecake,"5 (8 ounce) packages cream cheese, softened 1 cup sugar 5 eggs 1 cup whipping cream 2 teaspoons vanilla 1 teaspoon grated lemon peel 2 tablespoons grated orange peel 2 tablespoons lemon juice 3 tablespoons orange juice","Cream together cream cheese and sugar. Add eggs, one at a time, beating after each addition. Blend in whipping cream, vanilla, peels and juices until smooth. Turn into greased 9"" springform pan and set in a larger pan filled with water 1"" water and bake at 350 for 40 minutes. Reduce heat to 325 and bake 20 minutes longer or until cake is set. Cool in springform pan then remove sides of pan. Chill, or serve at room temperature.","Preheat oven to 350 degrees F (175 degrees C). Cream the cream cheese and sugar until light and fluffy. Add the eggs, one at a time, beating well after each addition. Beat in the vanilla, lemon peel, orange peel, lemon juice, orange juice and orange peel. Pour into a greased and floured 9 inch springform pan. Bake for 20 minutes or until a toothpick inserted in the center comes out clean. Cool on a wire rack.",finetuned_beam
481,Fresh Mozzarella,2 gallons water Kosher salt 1 pound fresh mozzarella curd,"In a large stock pot add the water and enough kosher salt until it tastes like saltwater. Bring the water to a simmer and remove from heat. While waiting for water to boil, the mozzarella curd needs to be shaved with a sharp knife into thin layers and set aside in a large bowl. When water is ready, ladle over the shaved curd, just enough to cover. Allow curd to warm before you begin forming your mozzarella. Using a wooden spoon, stir the mixture until the curd begins to pull (you should have a string like effect). Work quickly with the curd to achieve a consistent silken texture. Hold the cheese in the bowl with wooden spoon and pour off excess water. Take the cheese in your hands and begin to fold under itself creating a round shape of desired size. Pinch between your thumb and index finger, place fresh mozzarella in a bowl of cool water, continue this process until all the fresh mozzarella is formed.","Combine water and salt in a large saucepan. Bring to a boil, then reduce heat to low and simmer for 30 minutes. Remove from heat and let cool. Cut into wedges and serve.",finetuned_beam
482,Pesto Dip,1 (7 ounce) container pesto sauce 34 cup sour cream 14 cup mayonnaise 14 cup buttermilk,Stir all ingredients together. Cover and chill. Serve with fresh vegetables.,"In a large saucepan, combine pesto and sour cream. Bring to a boil over medium heat. Reduce heat to low and simmer, stirring occasionally, until pesto is tender, about 10 minutes. Remove from heat and stir in mayonnais. Stir in sour cream and mayonnaize. Pour over pesto mixture. Cover and refrigerate until ready to serve.",finetuned_beam
483,Aarsis Ultimate Cabbage and Peas,"1 green cabbage 1 teaspoon cumin seed 1 teaspoon turmeric powder 2 cups frozen green peas 2 tablespoons olive oil or 2 tablespoons vegetable oil 1 pinch asafetida powder 12 teaspoon garam masala 2 tablespoons coriander powder 12 teaspoon red chili powder 1 teaspoon salt, plus more according to taste 1 tablespoon water","1) Cut Cabbage length wise in to thin strips and discard the inner hard part and white stems as shown in the video. Rinse with fresh water and set aside to drain. 2) In a pan, heat oil; add cumin seeds, turmeric powder and asafetida. Once they start splattering, add the green peas and cabbage. 3) Add coriander powder, garam masala and red chili powder. Mix to combine and let this cook for fifteen minutes on medium low heat. Stir regularly. 4) Taste the cabbage to see of its fully cooked. It should be slightly crunchy. 5) When cabbage is soft and translucent, add salt along with a tbsp of water. Mix to combine and cook for a four minutes. Water will help lift all the flavors stuck at the bottom of the pan. 6) Taste again to check the level of salt. Tips:. 1) Using frozen peas is important to avoid extra moisture. Thawing them under hot water will result in a runny dish. 2) Using extra virgin olive oil will overpower the authentic flavor of this dish. 3) You can also add diced potatoes to this. 4) Serves as great burrito or grill sandwich filling. 5) Wonderful as a salad too!","Preheat the oven to 350 degrees F (175 degrees C). In a large bowl, combine the cabbage, cumin, turmeric, and turmeric. In a small bowl, whisk together the peas, oil, and asafeta powder. In another bowl, stir together the garam Masala, chili powder, salt, and water. Pour the mixture into the prepared baking dish. Bake for 20 minutes or until the vegetables are tender. Serve immediately.",finetuned_beam
484,Easy Paneer Cheese,2 liters full cream milk 3-4 tablespoons apple cider vinegar 1 teaspoon salt,"Bring the milk to boil in a large heavy based pot, stirring to ensure it does not stick to the bottom. When the milk boils, add salt and any other flavourings you have in mind (fresh herbs, cumin seeds and dried red chilli, brown sugar, cardamom and saffron) and then add the vinegar. The milk will split into curds and whey fairly fast. When it does, turn off the heat and then strain the liquid into a muslin cloth lined strainer in the sink. wrap the solids into a ball with the cloth, then squeeze tightly to get as much liquid out as possible. With your hands, form the cheese into a round, flat pat and place back in the strainer with a heavy weight on top of it. Leave for 30 minutes and by that stage your cheese should be done! You can use this cheese in palak paneer or lots of Indian dishes, fry pieces in oil like halloumi, serve it fresh with flatbreads or on toast.",Combine all ingredients in a saucepan and bring to a boil. Reduce heat to low and simmer for 30 minutes.,finetuned_beam
