title,ingredients,directions
Wedding Punch,"2 bottles 7-Up 1 banana, crushed 1 pkg. strawberry Kool-Aid 1 large can pineapple juice 1 qt. water 1 c. sugar",Mix all ingredients and serve ice cold.
Lemon Pound Cake,1 box Duncan Hines cake mix 1/4 c. water 1/2 c. oil 1 tsp. lemon extract 1 (8 oz.) c. sour cream 4 eggs 1/2 c. sugar,"Mix together eggs, sugar, oil and water together, then add 1/2 cake mix, then the other half, then add sour cream. Add lemon extract. Bake at 325° for 1 hour."
Chocolate Pie,"1 c. sugar 4 Tbsp. flour 4 to 5 Tbsp. cocoa 2 c. hot milk 3 eggs, separated salt (pinch) 2 Tbsp. butter","Mix sugar, flour, cocoa and salt together. Add hot milk, stirring constantly. Cook over medium heat until mixture is thick; continue stirring. Beat egg yolks slightly; add them to the hot liquid slowly. (A teaspoon of vanilla flavoring can be added.) Add butter. Continue cooking and stirring until mixture is thick. Cool, then put into pastry shell; cover with meringue made from egg whites. Bake in oven at 300° to 325° until brown."
Beer Grilled Pork Chops,4 boneless pork chops 1/4 cup soy sauce 1 cup beer 2 tablespoons brown sugar 1 teaspoon ginger,"Combine the marinade ingredients and marinate chops in the refrigerator overnight, turning occasionally. Grill about 6 minutes per side, turning once."
"Fish with Tomatoes, Capers, Olives, and Onions: Huachinango Veracruzana","1/4 cup Spanish olive oil 2 cups chopped yellow onions Salt Freshly ground black pepper 2 tablespoons chopped garlic 3 fresh jalapenos, stemmed, seeded and finely chopped 1 1/2 cups fresh tomatoes, seeded and chopped 1/4 cup finely chopped fresh parsley 18 large capers 18 large green olives, pitted 2 bay leaves 6 red snapper fillets, about 6 ounces each 3 tablespoons fine dried bread crumbs 3 cups cooked long-grain white rice, warm 1 pound plantains, peeled, sliced 1/4-inch thick and Sauteed 1/4 cup finely chopped fresh cilantro leaves 6 wedges fresh lime","In a large skillet, over medium heat, add the oil. When the oil is hot, add the onions. Season with salt and pepper. Saute until lightly caramelized, about 6 minutes, stirring occasionally. Add the garlic and continue to cook for 1 minute. Stir in the jalapenos, tomatoes, parsley, capers, olives and bay leaves. Season with salt and pepper. Bring the mixture to a simmer and continue to cook for 15 minutes. Season both sides of the fillets with salt and pepper. Lay the fillets in the sauce, covering each fillet completely with the sauce. Cook for 8 to 10 minutes or until the fillets start to flake. Remove the fish and place in the center of each serving plate. Sprinkle the sauce with the bread crumbs and continue to cook for 2 minutes, stirring constantly. Remove from the heat and spoon over the fish. Serve the fish with the rice and plantains. Garnish with cilantro and lime wedges."
Vietnamese Crab Noodle Soup (Bun Rieu),Broth Ingredients 5 quarts water 1.5 pounds pork neck bones 1 pound head on shrimp 1 tablespoon tamarind powder 3 tablespoons seasoned crab paste 2 tablespoons salt 3 tablespoons sugar 1 tablespoon black pepper 4 large tomatoes 6 quarts water 2 packets rice noodles Meatball Ingredients 1 pound lump crab meat .5 pounds ground pork 2 pounds peeled shrimp (from the broth step) 5 large eggs 2 shallots 1 white onion 1 bunch green onions 1.5 teaspoons sugar 3 tablespoons seasoned crab paste 1 teaspoon shrimp paste 1 teaspoon salt .5 cups water 1 bunch cilantro (optional) 3 large limes (optional) chili sate (optional) bean sprouts (optional) fried tofu (optional),"Add water to a 5 quarts pot and boil. When the water is boiling add the noodles in and cook until they are al dente. Strain the noodles and rinse with cold water. Set it aside. Take a large stock pot and put the pork bones in it. Fill with water and boil for a few minutes and discard the water. Add 5 quarts of fresh water to the pork bones again and boil for an hour or longer. (The longer you boil the better the broth will be.) Peel the shrimp. Reserve the shrimp in a bowl and put the head and shrimp shells into the pork broth that was made in the previous step. Boil until the broth turns red from the shrimp shells (about 20 minutes). Remove the shells and pork bones from the broth. Add the tamarind powder, 1 tsp of Shrimp paste, 3 Tbsp of crab paste, 3 Tbsp of sugar, 2 Tbsp of salt and 1 Tbsp of black pepper into the broth and let it boil. Cut the Tomatoes into quarters and add them to the broth last. In a food processor add the 2 lbs of the peeled shrimp, 5 eggs, 3 Tbsp of crab paste, 1 tsp of shrimp paste, 1/2 cup of water, 1.5 tsp of sugar, 2 shallots, 1 green onions and the white onion and pulse into a paste. Gently fold the crab meat with the shrimp paste until uniform. Boil the broth from above. When it is boiling take the meatball mixture and make free formed meatballs with a spoon putting them into the broth. Add the fried tofu at this point. The meatballs are done cooking when they start floating to the top. Toppings: 
- Chop up the remaining green onions from the bunch and bunch of cilantro
- slice the remaining white onion thinly
- quarter the limes Assemble:
- Put noodles in a bowl, add any of the toppings/garnishes. Ladle in the soup with tomatoes and meatballs. Squeeze some lime and add some sate."
"Linguine with Fava Beans, Peas and Mint","1 cup shelled fava beans 1 cup frozen peas 220 g linguine, uncooked 1 cup part-skim ricotta cheese 1/2 cup Kraft 100% Parmesan Aged Grated Cheese 1/2 tsp. freshly ground black pepper 1/4 cup chopped fresh mint","Bring large pot of water to boil. Add fava beans and peas; cook 2 min. Remove beans and peas with a slotted spoon; plunge into ice water. Drain; set aside. Cook pasta according to package directions, omitting salt. Drain, reserving 1 cup pasta water. Mix together pasta water, ricotta, Parmesan, pepper and mint in medium bowl. Toss together pasta, beans, peas and ricotta mixture until blended."
Yummy Sweet Potatoes,"4 to 6 c. mashed sweet potatoes 1 1/2 c. granulated sugar 2 eggs 1/2 stick margarine 1 c. milk (if canned potatoes, use only 1/2 c. milk) 1/2 tsp. cinnamon",Mix together and pour into greased casserole. Bake 20 minutes at 400°.
Kahlua Chocolate Berries,"2 cups semi-sweet chocolate chips 1 (14 ounce) can sweetened condensed milk 12 cup Kahlua or 12 cup other coffee-flavored liqueur 24 large strawberries, cut into quarters","Place chocolate chips in microwave safe bowl. Microwave on high for 2-1/2 minutes, stirring every minute, or until chocolate is melted. Stir in condensed milk. Whisk in Kahlua until smooth; cool slightly. Divide strawberries among 6 stemmed glasses; drizzle chocolate over berries. Garnish with fresh mint, if desired."
Duck Breasts With Concord Sauce,"1 bunch Concord grapes 1 tablespoon olive oil sea salt, black pepper 2 sprigs fresh thyme 1 large, or 2 small, duck breasts 1/2 cup red verjus 1/4 cup chicken stock","Heat the oven to 375F. Rinse the grapes and dry them well. Toss them gently with the olive oil, some sea salt and pepper, and the thyme sprigs. Lay the grapes and the thyme on a parchment paper-lined baking sheet. When the oven is hot, move the baking sheet into the oven. Cook the grapes for 10-15 minutes, or until they split and start to release their juices. Run the grapes and the thyme through a fine mesh sieve; discard the skins, seeds, and the thyme sprigs. You should be left with a thick-ish grape juice. Set the juice aside. Meanwhile, pat the duck breasts dry. If the fat is very thick, you can cut some away to thin it. (Save this fat, and render it for later use on potatoes, vegetables, whatever you like.) Cut a diamond pattern into the fat, making sure not to penetrate the meat. Generously salt and pepper both sides of the duck. Heat a pan (cast iron, if you have one) over medium heat. When the pan is plenty hot, add the duck breasts, fat side down. Let the fat sizzle and crisp, about 5 minutes. When the fat side is golden brown, flip the breasts and cook for another 3 minutes. If more than 1 tablespoon of fat has collected in the pan, pour some of it off. Move the duck pan to the oven. Cooking time will depend on the thickness of the breasts, but start with 8 minutes. You are looking for 125F-130F on a meat thermometer. When the duck is cooked, remove it from the oven and lay it on a cutting board. Cover the duck with foil, and let it rest for 10 minutes. Move the pan back to the stove top and turn the heat to medium-high. Add the verjus and the chicken stock. Stir to scrape the brown bits off the bottom of the pan. Let the liquid boil away happily for about 5 minutes, or until you are left with a mere 2 tablespoons. At this point, lower the heat to medium-low. Add the reserved grape juice, as well as any juice that's accumulated under the resting duck. Let the sauce cook and come together, about 2-3 minutes. Adjust the seasoning as necessary. Cut the duck breasts into slices and arrange on plates. Dress the duck with the Concord sauce. Serve with boiled potatoes."
"Roasted Pepper, Kalamata, And Prosciutto Pasta","3 red bell peppers (about 1 1/2 pounds) 1 yellow bell pepper 1/3 cup pitted kalamata olives, quartered 2 tablespoons capers 2 tablespoons extra-virgin olive oil 1/2 teaspoon grated lemon rind 1 1/2 teaspoons fresh lemon juice 1/4 teaspoon salt 1/8 teaspoon freshly ground black pepper 1/3 cup chopped fresh flat-leaf parsley 4 ounces prosciutto, sliced into 1/8-inch strips 6 cups hot cooked pappardelle pasta (about 12 ounces uncooked pasta) 6 tablespoons (1 1/2 ounces) shaved Parmigiano-Reggiano cheese Parsley sprigs (optional)","Preheat broiler. Cut bell peppers in half lengthwise; discard seeds and membranes. Place pepper halves, skin sides up, on a foil-lined baking sheet; flatten with hand. Broil 10 minutes or until blackened. Place in a zip-top plastic bag; seal. Let stand 10 minutes. Peel and cut into thin strips. Combine olives and next 6 ingredients (olives through black pepper) in a bowl. Add bell pepper strips and chopped parsley; toss gently to combine. Cook prosciutto in a large nonstick skillet over medium heat 3 minutes or until crisp; remove from pan. Add bell pepper mixture to pan; cook over low heat 3 minutes or until heated. Place pasta in a large bowl. Add bell pepper mixture and prosciutto; toss gently to combine. Sprinkle with cheese. Garnish with parsley sprigs, if desired. MyRecipes is working with , the Partnership for a Healthier America, and USDA's MyPlate to give anyone looking for healthier options access to a trove of recipes that will help them create healthy, tasty plates. For more information about creating a healthy plate, visit ."
Corn And Chicken Soup,"1 c. canned corn 1/2 c. minced celery 1 c. minced cold chicken 4 c. chicken stock 2 c. hot milk 2 egg yolks, slightly beaten 2 Tbsp. butter salt and pepper","Cook corn, celery and chicken in stock. Bring to a boil and simmer, covered, 15 minutes. Gradually stir hot milk into egg yolks. Add to soup mixture and cook 2 minutes, stirring constantly. Add butter and season to taste with salt and pepper. Serve with croutons. Serves 8."
Punch For 75 People,2 c. sugar 2 qt. water 1 large can pineapple juice 2 lemons (juice from lemons) 3 qt. ginger ale 4 qt. lime sherbet,Mix together the first 4 ingredients. Add the ginger ale and sherbet when ready to serve.
Meatballs With Tomato Sauce And French Fries,"1 None slightly stale bread roll, torn into pieces and soaked in cold water 1 2/3 lbs ground beef 1 tbsp tomato puree 1 None egg, beaten 2 None medium onions, peeled and finely chopped 3 tbsp olive oil 1 None yellow pepper, deseeded and finely chopped 1 None red pepper, deseeded and finely chopped 1 can chopped tomatoes (about 14 oz) 1 tsp vegetable bouillon powder 5 cups vegetable oil, for frying 2 1/4 lbs potatoes, peeled and cut into thick sticks","Squeeze out the bread and place in a bowl along with the beef, tomato puree, egg and half the onions. Season with salt and black pepper and knead together. Form into 8 balls. Heat 1 tbsp olive oil in a saucepan and saute the peppers and remaining onion for 5 mins. Remove half the mixture from the pan and set aside. Add the tomatoes and 3/4 cup water to the pan. Stir in the bouillon, cover and simmer for 10 mins. Heat the vegetable oil in a saucepan or deep fryer to 300°F. Fry the french fries in batches for 3 mins each. Remove with a slotted spoon and drain on paper towels. Increase the temperature to 325°F and fry the potatoes again in batches for 5 mins each. Drain on paper towels, season with salt and keep warm. Meanwhile, heat 2 tbsp olive oil in a skillet and saute the meatballs for 10 mins, turning. Transfer the peppers and tomato sauce to a blender and puree. Season with salt and black pepper and stir in the reserved onion and pepper mixture. Serve the meatballs and french fries with the sauce ladled over."
Baseballs,4 slices dry bread 1 lb ground beef 2 eggs 12 cup parmesan cheese 2 tablespoons parsley 1 minsed garlic clove 1 teaspoon oregano 1 teaspoon salt 1 dash pepper,Soak bread in water 2 to 3 minutes squeeqe out the water. Combine soaked bread with remaining ingrediends. Form into small balls (about 20) or baseballs(6 to 8). Bake these in an oven then add then add them to your sauce.
Baked Pineapple,3 eggs 1/2 c. sugar 1/2 stick margarine 1 Tbsp. flour 1 can crushed pineapple 3 slices bread,"Beat eggs; add sugar, margarine, flour, pineapple and bread, broken into pieces. Bake for 20 to 25 minutes at 350°. Serves 4."
Snow Peas With Sesame,"3/4 lb. snow pea pods (about 1 qt.) 1 carrot, cut into julienne strips 1/2 tsp. freshly grated orange rind 1 tsp. sesame oil 2 tsp. toasted sesame seed","Place pea pods and carrot in a strainer. Set the strainer in a sink. Pour boiling water over vegetables for about 1 minute, then pat dry. Place vegetables in a medium-size bowl and stir in orange rind, oil and seed. Serve warm or at room temperature. Makes 4 servings."
Banana Split Cake,"2 c. graham cracker crumbs 3 sticks oleo 2 c. powdered sugar 2 eggs 3 to 5 bananas, sliced 1 large bag frozen strawberries, drained 1 large can crushed pineapple, drained 1 large container Cool Whip 1/2 c. chopped nuts chocolate syrup cherries",First Layer: Mix cracker crumbs and 1 stick oleo. Press into bottom of 9 x 13-inch cake pan.
Fried Apples With Bacon,1 lb sliced bacon 6 large tart apples 1/2 cup flour 1/2 cup sugar 1 teaspoon ground nutmeg 1/4 teaspoon ground cloves,"Fry bacon until crisp, remove and drain. From pan, drain all by 1/4 cup of melted fat. Cut apples, cored but not peeled, into 1/2-inch thick round slices. Mix flour with sugar and spices. Roll apple slices in flour mixture. Fry apple in fat until golden brown on both sides and apple is easily pierced and tender. Serve hot apple slices with crisp bacon slices. Makes 6 servings. From the Family Recipe Box, in Julie's handwriting (teenaged years)."
Skillet Sausage And Sauerkraut,"2 tsp. butter 3 c. precooked or smoked meats 3/4 c. chicken broth 1 lb. sauerkraut, drained and rinsed 1 (16 oz.) can whole potatoes, drained 1/2 tsp. caraway seed 1/2 tsp. thyme 1/2 tsp. pepper","Melt butter in heavy pan; add sliced meats. Cook 2 to 4 minutes, stirring until brown. Add broth and stir 30 seconds. Add remaining ingredients and toss lightly to mix. Cover and simmer over moderately low heat 10 minutes, until hot and flavors blend. Makes 3 to 4 servings. Contains 311 calories."
Seafood Salad,"1 lb (.5 kg). steamed and shelled mussels 1/2 lb (.2 kg). cooked squid (slice into rings tentacles included!) 1/2 lb (.2 kg). cooked octopus (opt.) 1/2 lb (.2 kg). cooked shrimp 2 very ripe tomatoes (don't use those evil hothouse kind) 2 sliced scallions 1 diced red pepper 2 tbsp (30 ml) red wine vinegar 1/2 of a lemon 1/2 cup (125 ml) mixed olive oil and grapeseed oil (or corn oil if you don't have grapeseed) 1 clove minced garlic salt and fresh ground black pepper fresh chopped basil fresh chopped oregano, few sprigs of each",Lightly toss salad ingredients together. In a seperate bowl whisk together dressing. Mix all ingredients together and allow flavors to mingle a few hours before serving.
Low Fat Slow Cooker French Onion Soup,4 large sweet onions 12 ounces stout beer 43 1/2 ounces beef broth 1 tablespoon Worcestershire sauce 3 garlic cloves 2 tablespoons olive oil,"Slice onions thinly, and saute in a skillet liberally sprayed with cooking spray (i.e., Pam, etc.), until limp and lightly carmelized. Place in crock pot, add stout, broth, and worcestershire sauce, crush garlic and add, stir well. Cook 4-6 hours on high heat, or 6-8 on low. Top with slice of dense artisan bread or crostini and a slice of lowfat Provolone, place briefly under a broiler to melt and brown cheese, and serve."
Pina Colada Fruit Dip,8 ounces crushed pineapple 1 (3 ounce) package instant coconut cream pudding mix 3/4 cup half-and-half 8 ounces sour cream,Process all ingredients in a food processor. Chill.
Veal Meatballs and Baby Carrots in Dilled Cream Sauce,"7 tablespoons unsalted butter 2/3 cup minced onion 2 pounds ground veal 3/4 cup fresh white breadcrumbs 2 large eggs, beaten to blend 2 1/4 cups whole milk 1 teaspoon salt 3/4 teaspoon ground black pepper 1/2 teaspoon ground nutmeg 2 tablespoons vegetable oil 1 pound baby carrots, peeled 1/4 cup all purpose flour 1 cup canned chicken broth 1 cup whipping cream 2 tablespoons Dijon mustard 3 tablespoons chopped fresh dill or 1 tablespoon dried dillweed Fresh dill sprigs","Melt 3 tablespoons butter in heavy small skillet over medium-high heat. Add onion and saute until light brown, about 7 minutes. Remove from heat; cool. Mix veal, breadcrumbs, eggs, 1/4 cup milk, salt, pepper, nutmeg and sauteed onion in large bowl until well blended. Form mixture into 24 meatballs (about 3 tablespoons of veal mixture in each). Heat oil in large nonstick skillet over medium-high heat. Working in batches, add meatballs to skillet and cook until brown on all side, turning often, about 8 minutes. Using slotted spoon, transfer meatballs to paper towels to drain. Cook carrots in pot of boiling salted water until almost tender, about 6 minutes. Drain; rinse under cold water. Drain thoroughly. Melt 4 tablespoons butter in heavy large Dutch oven over medium-low heat. Add flour; stir 3 minutes (do not brown). Gradually whisk in 2 cups milk and broth. Bring to simmer, whisking constantly. Simmer until mixture is thick and smooth, whisking often, about 8 minutes. Whisk in cream and mustard. Bring to simmer. Season with salt and pepper. Add meatballs and carrots. Cover; simmer until meatballs are just cooked through, about 5 minutes. Remove from heat. (Can be made 1 day ahead. Cover and chill. Rewarm over medium heat). Stir in chopped dill; cover and let stand 1 minute. Transfer to bowl. Garnish with dill sprigs and serve."
"Quinoa With Roasted Garlic, Tomatoes, And Spinach","More From Cooking Light 100 Ideas for Appetizers 20 Top-Rated Chicken Recipes Cooking with Quinoa: 22 Recipes Superfast Shrimp Recipes 75 Fresh Tomato Recipes Search Cooking Light Recipes Nutritional Information Amount per serving Calories: 130 Fat: 5g Saturated fat: 0.7g Monounsaturated fat: 3.1g Polyunsaturated fat: 1g Protein: 4.1g Carbohydrate: 16.6g Fiber: 1.8g Cholesterol: 1mg Iron: 1.7mg Sodium: 305mg Calcium: 49mg Search for Recipes by Nutrition Data $ 1 ingredients on sale for ZIP 57401Edit ZIP/Favorite Stores Ingredients . . Print Email Send To Mobile Save Recipe Add to Menu Add to Shopping List .1 whole garlic head 1 tablespoon olive oil 1 tablespoon finely chopped shallots 1/4 teaspoon crushed red pepper 1/2 cup uncooked quinoa, rinsed and drained 1 tablespoon dry white wine $ 1 cup fat-free, less-sodium chicken broth 1/2 cup baby spinach leaves 1/3 cup chopped seeded tomato (1 small) 1 tablespoon shaved fresh Parmesan cheese 1/4 teaspoon salt","1. Preheat oven to 350°. 2. Remove papery skin from garlic head. Cut garlic head in half crosswise, breaking apart to separate whole cloves. Wrap half of head in foil; reserve remaining garlic for another use. Bake at 350° for 1 hour; cool 10 minutes. Separate cloves; squeeze to extract garlic pulp. Discard skins. 3. Heat oil in a saucepan over medium heat. Add shallots and red pepper to pan; cook 1 minute. Add quinoa to pan; cook 2 minutes, stirring constantly. Add wine; cook until liquid is absorbed, stirring constantly. Add broth; bring to a boil. Cover, reduce heat, and simmer 15 minutes or until liquid is absorbed. Remove from heat; stir in garlic pulp, spinach, tomato, cheese, and salt. Serve immediately."
Artichoke Nibble Appetizer(Real Good!),"2 (6 oz.) jars marinated artichoke hearts 1 small onion, chopped fine 1 glove garlic, minced 1/4 c. fine, dry bread crumbs 4 eggs 1/4 tsp. salt 1/8 tsp. each: pepper, oregano and Tabasco (liquid hot pepper) 2 lb. (approximately 2 c.) sharp Cheddar cheese 2 Tbsp. parsley, chopped fine or dried egg salad cheese spread salmon or tuna salad deviled ham with finely chopped onion and pickles","Drain a can of jalapeno chiles. Cut lengthwise. Remove veins, seeds and stems. Stuff halves with any of the following:"
Blueberry Streusel Cake,For the cake batter: 1 stick butter (room temperature) 1 cup dark brown sugar 2 large eggs (room temperature) 2 tsps vanilla 1 cup buttermilk (warmed) 2 cups + 2 Tbls all-purpose flour 1 1/2 tsps baking powder 1/2 tsp baking soda 1/2 tsp salt 2 cups blueberries (wild fresh berries if possible) for the streusel: 1 cup all purpose flour 1 cup granulated sugar 1 stick cold butter (cut into small cubes) 1 tsp cinnamon,"Preheat oven to 375° Mix dry ingredients. Cream the butter. Add brown sugar and beat until well combined. Add eggs and beat at high speed until light and very fluffy. Scrape down the bowl and add the flour and vanilla (or add the vanilla to the buttermilk). Start mixing the flour at slow speed and gradually pour in the buttermilk. Fold in the blueberries. In a food processor, combine flour, sugar, and cinnamon. Pulse until just mixed. Add the cubed butter and pulse several times until the butter is cut in to the dry mixture, but not softened. Generously butter a 9"" non-stick bundt or tube pan. Sprinkle 1/3 of the streusel into the pan and knock it about to coat the sides a bit. Spoon in half the batter and cover with half the remaining streusel. Spoon in the rest of the batter and cover evenly with the rest of the streusel. Place in preheated oven and bake for 1 hour to 1 hour and 15 minutes until a cake test comes out completely clean. If the blueberries are frozen or the ingredients cold, the longer cooking time will be necessary. Let rest on a cooling rack for 15 minutes and invert onto a serving plate. This cake can be served warm"
Schaum Torte,"8 egg whites (1 to 1 1/3 c.) 2 c. sugar 1 tsp. cream of tartar 2 tsp. vanilla 1 pt. whipping cream, whipped 2 c. your choice of fruit (strawberries, bananas, blueberries, raspberries, etc.)","Whip egg whites and cream of tartar until foamy. Add sugar slowly and then vanilla. Beat on high speed for 25 minutes. Spread in greased 10-inch form. Set in cold oven. Bake at 225° for about 75 minutes, until top is dry to touch and slightly brown. Shut off oven and open door just a crack (a paper width) until cool, usually overnight. Transfer to torte plate; cover with whipped cream and your choice of fruit. Serve. Refrigerate any leftovers."
New Orleans Creamy Pralines,1 1/2 c. sugar 3/4 c. brown sugar 3/4 stick butter 1/2 c. Carnation milk 1 1/2 c. pecan halves,Combine all ingredients over medium heat. Boil to soft ball stage using candy thermometer. Remove from heat; stir until thick. Spoon out on buttered surface.
Japanese Soba With Dipping Sauce,"4 spring onions, finely chopped 1 sheet nori (4 inches) 14 ounces dried soba noodles 1 teaspoon wasabi paste 1 14 ounces bonito flakes, see note 7 fluid ounces shoyu 7 fluid ounces mirin 3 cups water","Note: the recipes calls for kezuri-bushi but the zaar computer likes the name bonito flakes better. Mix all the sauce in a pan and boil over high for 2 minutes. Reduce to medium heat and cook 2 more minutes. Strain thru muslin. Cool. Chill. soak onions in ice cold water for 5 mins then squeeze out excess water. Toast nori over med flame until dry and crisp then cut into 1/8 inch wide strips with a sissor. Heat 9 cups water in large pan. it should NOT be more than 2/3 pan's depth. Bring to boil and add soba. Distribute evenly and stir to prevent sticking. When it is bubbling pour 1/4 cup cold water in to lower temperature. Repeat and cook for time stated on your soba package. If no time is stated use 5 minutes. Test the noodle. You should be able to cut it with your finger. It should be tender. Put large sieve under cold running water and pour soba in then wash with hands. Rub well to remove starch. It should feel slightly elastic. Drain again. Pour dipping sauce into 4 cups Put wasabi and onions on individual serving dishes for guests. Divide soba between 4 plates. Sprinkle with nori strips and serve cold with sauce, wasabi and onions. Have each guest mix the wasabi and onions into sauce To eat hold the sauce cup in one hand. Pick up noodles using chopsticks [right. I use a fork] and dip in end of dipping sauce. Slurp in noodles with lips. YOu can also use yuzu, lime rind, fine grated radish, thin sliced garlic or fresh grated ginger root with the wasabi and onions or in place of."
Easy Fast Soup,refried beans chili seasoning mix beer or chicken stock sour cream chickpeas tortilla chips cilantro tomatoes,"Pour beans into pan. Add liquid to desired thickness. Add seasoning. Heat at medium til thoroughly heated, stirring frequently. Garnish as desired. Serve."
Cow Pies,2 c. (12 oz.) milk chocolate chips 1 Tbsp. shortening 1/2 c. slivered almonds 1/2 c. raisins,"In a double boiler over simmering water, melt chocolate chips and shortening, stirring until smooth. Remove from heat; stir in raisins and almonds. Drop by tablespoonful onto waxed paper. Chill until ready to serve."
Camarones Al Ajillo Con Ron (Spicy Garlic Shrimp With Rum) Recipe,"2 1/2 x To 3 pounds large raw shrimp, shelled and deveined, with tails Left on (3 pounds yields about 44 shrimp) Salt to taste tb Sauce to taste 1/2 c. Light rum Juice of 1 lime 1 Tbsp. Worcestershire sauce 4 Tbsp. (1/2 stick) salted butter 1/2 c. Pure Spanish extra virgin olive oil 4 x To 6 cloves garlic, finely minced 1/4 c. Cracker meal or possibly fine bread crumbs 1/2 tsp Grnd cumin 2 Tbsp. Finely minced fresh parsley 1 x Place the shrimp in a large nonreactive bowl and season liberally","With salt and Tabasco. In a small nonreactive bowl, combine the rum, lime juice, Worcestershire, and cumin. Add in the mix to the shrimp, toss to blend, and chill, covered, at least 1 hour or possibly till ready to cook. 2. Preheat the broiler. In a small saucepan over low heat, heat the butter and oil. When the butter begins to foam, add in the garlic, cook, stirring, 1 to 2 min, and set aside. 3. Remove the shrimp from the marinade (throw away the marinade), transfer them to a shallow ovenproof dish which will fit them comfortably in a single layer or possibly to individual ramekins, and spoon the garlic sauce proportionately over them. Sprinkle the cracker meal on top. 4. Broil 4 inches from the heat source till golden brown, 8 to 10 min. Sprinkle with the parsley and serve at once. Makes 6 to 8 servings CAMARONES AL AJILLO CON RON Spicy Garlic Shrimp with Rum"
Black Walnut Cake,"2 c. flour 2 3/4 tsp. baking powder 1/4 tsp. salt 2/3 c. shortening 1 1/2 c. sugar 1 tsp. vanilla 3 eggs, separated 3/4 c. milk 1 1/2 c. ground black walnuts","Mix salt, flour and baking powder. Cream shortening, sugar and vanilla. Beat egg yolks. Add flour mixture with milk, add black walnuts. Beat egg whites until stiff and fold in. Bake 30 minutes at 300°."
Satay Peanut Sauce Nam Jim Satay,1 tablespoon tamarind paste 2 tablespoons sugar 2 1/2 tablespoons peanut butter (Crunchy or smooth is fine) 2 tablespoons fish sauce 1 tablespoon red curry paste 3/4 cup coconut milk (not creme of coconut),"Add Coconut MILK to a medium size sauce pan warm at a medium heat. As it begins to heat, incorporate the Red Curry paste and blend. Allow mix to heat until you see the oil from the paste begin to surface (about 8-10 minutes). Add remaining ingredients and continue blending until smooth. Reduce heat allow to simmer for an additional 5 minutes. Serve in a small bowl or small plate with your Satay Appetizers."
Chicory Coffee!,20 bulbs Chicory,"1) Gather your chicory. 2) Trim off stems, wash, and cut into small pieces with knife or scissors. 3) Place in roasting pan and roast in oven at 425, stirring occasionally, until dark brown and dry. Will smell like chocolate. 4) Place in blender, spice grinder, or coffee grinder, and grind to coffee-ground consistency. 5) Prepare and serve as you would normal coffee! Best with cream and sugar, as it is a bit more bitter than standard coffee. New Orleans folks traditionally serve it along with beignets!"
Sue'S Cake,1 yellow cake mix 1 tsp. vanilla 4 eggs 1 c. water 1 small instant pudding 1/2 tsp. baking powder 1/2 c. oil 1 c. nuts 5 tsp. cinnamon 9 tsp. sugar,"Combine first 7 ingredients and beat for 5 minutes. Mix together nuts, cinnamon and sugar. Grease a Bundt pan and layer 1/3 of nut mixture on bottom, then 1/2 cake mixture, then 1/3 nut mixture and rest of cake batter. Top with remaining 1/3 nut mixture. Bake at 350° for 55 minutes. Bon Appitite!"
Corn And Crab Chowder,"1/2 cup olive oil 1 1/2 cups sweet onion medium dice 2 garlic cloves minced 1/2 cup flour 3 1/2 quarts fish stock mild, i bough fish stock from the store and then used a little bit of chicken stock as well 1 cup dry white wine 2 pounds yukon gold potatoes diced 2 bay leaves 2 pounds fresh corn kernals 1/2 cup fresh basil shredded 2 pounds crab meat 1 pint milk 1 cup heavy cream 1/2 teaspoon cayenne pepper salt pepper","heat the oil in a stock pot over medium-high heat. add the onions and garlic and saute until soft, but not browned. add in the flour. allow the roux to cook for about 5 minutes over low heat (do not let it burn), then slowly add in the stock, using a whisk to mix it in thoroughly so you don't leave any clumps of flour left behind. add in the wine, potatoes, and bay leaf and bring the liquid to a boil. simmer unti the potatoes are soft. add the corn and shredded basil and return the soup to a simmer. once simmering, add the crabmeat and stir in the hot milk and heavy cream. stir to mix thoroughly then add cayenne and season with salt and pepper to taste. when the soup is ready, remove the bay leaf and serve."
Water Chestnuts-Bacon,soy sauce white sugar bacon water chestnuts,"Marinate water chestnuts in soy sauce 1 hour. Cut chestnuts in half. Roll in white sugar. Cut bacon in thirds, wrap chestnuts in bacon, anchor with toothpick."
Bruti Ma Buoni,"1 cup egg whites 1 3/4 cups white sugar 5 1/3 cups chopped blanched almonds 2 cups hazelnuts, skinned and chopped","Preheat oven to 325 degrees F (165 degrees C). Let egg whites stand until at room temperature. Beat the whites until lightly foamy. Add the sugar gradually as you beat. Beat until soft peaks are formed. Fold in the nuts. Transfer this all to a large saucepot. Cook over low heat, stirring all the time, until it thickens and turns a little brown, about 10 minutes. Spoon the cookies onto greased baking sheets by the teaspoonful, about 1 to 1-1/2 inches apart. Bake about 22 minutes, or until dry. Remove and place on a wire rack to cool."
